name,middle_x,middle_y,middle_z,distance,camera_dist,camera_rot_x,camera_rot_y
P17_0,9.359959616514509,45.7072499554744,132.43729416234027,0.0016279277399382642,0.28739041239809304,89.50928649995718,75.27237459216614
P17_1,9.35990803493096,45.707139600569406,132.43634461581541,0.0015222999564624413,0.28739041239809304,89.50928649995718,75.27237459216614
P17_2,9.35987247269298,45.70698467567374,132.43596166944894,0.0015194275570874671,0.28739041239809304,89.50928649995718,75.27237459216614
P17_3,9.359836527770536,45.70682890140975,132.43548468108543,0.0015540480501391772,0.28739041239809304,89.50928649995718,75.27237459216614
P17_4,9.359802216187443,45.70673655238451,132.4351040132664,0.0014284312661120306,0.28739041239809304,89.50928649995718,75.27237459216614
P17_5,9.359731900781608,45.706428135349974,132.43434067555359,0.0014501420579460377,0.28739041239809304,89.50928649995718,75.27237459216614
P17_6,9.35965351908289,45.70617412627746,132.43353258104833,0.0013536341936470214,0.28739041239809304,89.50928649995718,75.27237459216614
P17_7,9.362229001799687,45.70830724293707,132.4508534724892,0.0012008885691430383,0.28739041239809304,89.50928649995718,75.27237459216614
P17_8,9.35961147341871,45.70607650927137,132.4332941230667,0.0014567430311811958,0.28739041239809304,89.50928649995718,75.27237459216614
P17_9,9.359369147177139,45.705868769453694,132.4323432714371,0.0014494530420681494,0.28739041239809304,89.50928649995718,75.27237459216614
P17_10,9.359221737331858,45.705739974806434,132.43139812089896,0.001418694921583728,0.28739041239809304,89.50928649995718,75.27237459216614
P17_11,9.359028239386852,45.70557283458419,132.43045287800646,0.0014065742536743366,0.28739041239809304,89.50928649995718,75.27237459216614
P17_12,9.356127905734917,45.70314339850168,132.4179723320501,0.0012979867621447604,0.28739041239809304,89.50928649995718,75.27237459216614
P17_13,9.355841593883657,45.70295950353524,132.41705672792463,0.0012171552082813988,0.28739041239809304,89.50928649995718,75.27237459216614
P17_14,9.355629260650037,45.70277728274408,132.41614249006872,0.0012328644759454083,0.28739041239809304,89.50928649995718,75.27237459216614
P17_15,9.355589733963193,45.70261956674025,132.41522679803728,0.0010619381052018003,0.28739041239809304,89.50928649995718,75.27237459216614
P17_16,9.355494856193587,45.70241571406026,132.41431455857145,0.0012667534160335633,0.28739041239809304,89.50928649995718,75.27237459216614
P17_17,9.355284756137218,45.70223589331231,132.41340578780103,0.0012575912764733604,0.28739041239809304,89.50928649995718,75.27237459216614
P17_18,9.355050404613284,45.70203598343011,132.41250028532184,0.0012327022307712656,0.28739041239809304,89.50928649995718,75.27237459216614
P17_19,9.347826527947998,45.696001548948615,132.37240907664687,0.0014337503845850412,0.28739041239809304,89.50928649995718,75.27237459216614
P17_20,9.347675759166162,45.69587201368707,132.37157809494028,0.0016115090505641155,0.28739041239809304,89.50928649995718,75.27237459216614
P17_21,9.34759794080885,45.69563193110497,132.37075330913933,0.0018677631763630417,0.28739041239809304,89.50928649995718,75.27237459216614
P17_22,9.362515499715457,45.708365290708784,132.45164137175453,0.0014776382265483364,0.28739041239809304,89.50928649995718,75.27237459216614
P17_23,9.361605329729606,45.707571555681284,132.44610756717202,0.0010431661693628875,0.28739041239809304,89.50928649995718,75.27237459216614
P17_24,9.361448780512344,45.707558327592146,132.44514750440743,0.0012327124758689865,0.28739041239809304,89.50928649995718,75.27237459216614
P17_25,9.361426675341988,45.70747203506487,132.44419269738816,0.0011421330210735622,0.28739041239809304,89.50928649995718,75.27237459216614
P17_26,9.361201653302416,45.70733991078219,132.44322545852626,0.0008785935622532067,0.28739041239809304,89.50928649995718,75.27237459216614
P17_27,9.360974289482822,45.707190018800176,132.43965359591934,0.0012418703884529124,0.28739041239809304,89.50928649995718,75.27237459216614
P17_28,9.358604541346587,45.70521029609778,132.42894132765664,0.0014087231976448434,0.28739041239809304,89.50928649995718,75.27237459216614
P17_29,9.358175926248142,45.704846828327376,132.42799621026967,0.0014794680689867636,0.28739041239809304,89.50928649995718,75.27237459216614
P17_30,9.356418601275166,45.703338151173575,132.420276548727,0.0013975231789050094,0.28739041239809304,89.50928649995718,75.27237459216614
P17_31,9.356279084332558,45.70321519500189,132.41907766704745,0.0014026402870228817,0.28739041239809304,89.50928649995718,75.27237459216614
P17_32,9.356154685004672,45.70316671684707,132.4181562326664,0.001299261371527761,0.28739041239809304,89.50928649995718,75.27237459216614
P17_33,9.34797208518015,45.6961271592223,132.37332979309542,0.0014377406684313396,0.28739041239809304,89.50928649995718,75.27237459216614
P17_34,9.34740703015057,45.69535403700826,132.36977837043622,0.0022478950540454354,0.28739041239809304,89.50928649995718,75.27237459216614
P17_35,9.362605619061089,45.70844379969281,132.45217800250563,0.0015083264144040642,0.28739041239809304,89.50928649995718,75.27237459216614
P17_36,9.361993895138223,45.70785195485524,132.44900064131565,0.001337126920900017,0.28739041239809304,89.50928649995718,75.27237459216614
P17_37,9.361830667228766,45.70783346931499,132.44803694032987,0.0011397302884268332,0.28739041239809304,89.50928649995718,75.27237459216614
P17_38,9.361718494263972,45.70767202309139,132.4470701541542,0.0010437931904632928,0.28739041239809304,89.50928649995718,75.27237459216614
P17_39,9.361028831717423,45.7070640787462,132.44178321917252,0.0010528524879206379,0.28739041239809304,89.50928649995718,75.27237459216614
P17_40,9.36095575291348,45.706997387465556,132.4408298390925,0.0010770823816850347,0.28739041239809304,89.50928649995718,75.27237459216614
P17_41,9.36096543160547,45.707122924881205,132.4399350749496,0.0012803334397222645,0.28739041239809304,89.50928649995718,75.27237459216614
P17_42,9.356527914349247,45.7034333796349,132.4210150689711,0.0013977009500694077,0.28739041239809304,89.50928649995718,75.27237459216614
P17_43,9.354627357005347,45.70142884273362,132.40924154106963,0.0008459995657954034,0.28739041239809304,89.50928649995718,75.27237459216614
P17_44,9.353194983943173,45.700431566957846,132.40072582944384,0.0011803251445529509,0.28739041239809304,89.50928649995718,75.27237459216614
P17_45,9.35305520770228,45.700251941395365,132.39984136577564,0.0012697776499056698,0.28739041239809304,89.50928649995718,75.27237459216614
P17_46,9.353017426448954,45.6999218045365,132.39896195360856,0.0013685408786109105,0.28739041239809304,89.50928649995718,75.27237459216614
P17_47,9.352649654274906,45.699782093595374,132.39683361110835,0.0010870546927882014,0.28739041239809304,89.50928649995718,75.27237459216614
P17_48,9.350412729799402,45.69792562007348,132.38530557442198,0.0013532795661777752,0.28739041239809304,89.50928649995718,75.27237459216614
